source_id,l,b,dist_pc,distance_gspphot,parallax,ra,dec,phot_g_mean_mag
14912165107085184,169.56516092427566,-40.07992803548116,12.586018286725198,12.56,79.45324543622554,47.251989727646745,10.021186116181132,13.1844845
89593331327905536,152.53604184295696,-34.07586068460144,14.632753156615944,14.6018,68.33983935195869,39.183682325426595,22.672279653166118,13.445031
112157612034669440,158.35768319472893,-27.451661259890944,21.93737687724846,21.955,45.58430142288858,47.66246957789596,25.680577883072726,12.915395
205533465225342208,162.80489321370044,1.8753569212539694,13.488081583489338,13.4419,74.13952783501048,76.27525560161628,44.23424149518413,13.026942
250858048943327104,150.29670824737747,-1.1168827009077946,25.115385725356013,--,39.816231012148826,60.28409541970858,51.38512280940023,12.434773
308256610357824640,126.71548458048741,-34.27537432780264,12.511533703971056,--,79.92625234127838,16.41654124373291,28.491827062343326,12.949484
385334196532776576,116.7002219349396,-18.444110953249837,3.5625891382907127,3.5638,280.6947310460246,4.625300681217554,44.02874451664357,9.686646
411311395692644224,124.49201819722238,-8.657628395894037,11.109516898108954,--,90.01291497834785,15.495585706669338,54.18217771927336,13.151
418363560198079616,121.1827313990715,-7.694624390237816,17.184631101299463,--,58.19153138087336,9.826094856422966,55.13591102822271,12.880576
418491408481398272,121.50629832079517,-7.009611652145272,22.865206024839335,--,43.73457203550505,10.339352049895332,55.834232406285906,12.731781
429297924157113856,117.55193685238615,-2.032635593670782,15.38363009386773,--,65.00416312003128,1.930349282862347,60.38166243426184,12.401586
476809509515283712,142.37356085526253,9.743849478917376,12.062321623312489,--,82.90278034597667,63.076027344041044,64.73018080218111,12.211264
493873895619008384,138.95026710402007,12.692891359528366,23.25412614758224,--,43.003120979627575,62.10251464093316,69.18275356506828,13.394921
515045129459646080,131.03451130926797,2.6121082634506467,19.132908601360885,--,52.265968590309996,31.795389122280643,64.28574993877805,12.897207
533511770839315840,123.8939946255465,8.370284339777951,27.533916451867558,--,36.31884340711626,15.81722186691889,71.21993067267807,12.576621
536325146216950016,121.56601102327046,8.36625622247301,19.306509928495583,--,51.79600060827373,8.664177708304491,71.19348728659443,12.303581
